userName,score,at,Ulasan,Sentimen Widi,Sentimen Nanda,"Sentimen Dra. UMI KOLISOH, M.Pd",Sentimen,Keterangan:
Aly Malyk,1,2022-02-08 15:49:00,"Kecepatan download sangat rendah padahal gue udah ubah pengaturan APN tapi tetap aja lemot saat mendownload, cek pakai aplikasi speedcheckpro memang koneksi XL untuk download sangat rendah. Apakah karena pihak XL lebih memprioritaskan kecepatan koneksi yg lebih bagus untuk layanan baru yaitu liveon? Gue tinggal didaerah elit Jakarta Selatan yaitu Kebayoran Baru, ternyata gak pengaruh tetap aja koneksi jaringan XL lebih jelek daripada operator lain.",1,1,1,-1,
Dini Findiyani,1,2022-02-08 15:45:00,Nah ini kouta mobile legends yg sia sia gak bisa buat maen rank atau klasik.. Kalo udah masuk baru ada pemberitahuan masalah jaringan.. Kalo gak bisa buat maen ngapain d adain paketnya.. 10gb 10rb tapi gak guna ngilangin kredit score aja..,1,1,1,-1,
Reo Taruna Perdana,2,2022-02-08 15:30:00,"Saya mau masuk ke aplikasi my xl kok gak bisa ya, udh dpt kode verifikasi tapi masih tidak bisa masuk sedang terjadi kesalahan terus",1,1,1,-1,
Nova Dsany,1,2022-02-08 15:08:00,Sinyalnya parah... Masih mendingan axis internetan sangat stabil dan lancar.. Padahal unlimited tiap bulan bayar tagihan... Klo buat gamers gak cocok pakai ini.. Lemot.lola.loading,1,1,1,-1,
Ali Wafa,1,2022-02-08 14:44:00,XL kenapa ya skrng udah 3 hari ini sinyal bapuk/jelek padahal udah beli yg VIP 70GB..selalu muter2 tuh sinyal..tolong di perbaiki dong.. klo gini mah auto ganti provider..,1,1,1,-1,
Mbelizz Cung,5,2022-02-08 13:45:00,"Ini gimana pihak XL, rencana mau top up via pulsa XL tibaÂ²setelah isi ulang pulsa berkurang sendiri, dah gabisa buat top up gegara kurang sedikit, awal 10000 jadi 9950, apa sebab nya XL tolong diperbaiki dong!!!",1,1,1,-1,
English Hadaya,1,2022-02-08 11:32:00,Saya isi ulang untuk memperpanjang masa aktif. Dan sedang tidak pakai kuota. Tapi kenapa selalu berkurang pulsanya????????????,1,1,1,-1,
Rahman Sudiro Ambiantoro,3,2022-02-08 10:25:00,"kalau pihak myXL memang sudah membuat rogram tetap setiap paket data dengan besaran GB tertentu yg di tawarkan kepada konsumen, sebaiknya pihak myXL tidak lagi merubah atau mengutik-utik komitmen tersebut apapun alasannya, sehingga tidak merugikan bagi konsumen pd kondisi waktu tertentu. Misalnya konsumen membeli 2 GB untuk durasi pemutaran video Youtube, ya ketentuan itu harus di jalankan secara konsisten sesuai dengan jumlah paket data yg dibeli dan digunakan oleh konsumen dengan tuntas.",1,1,1,-1,
ARIS PRASETYO,3,2022-02-08 10:16:00,"Kl bisa paketan yg reguler bs 45 rb misalnya 13 Giga full unlimited tidak usah pakai bonus wa, youtube aplikasi sdh jadi satu pasti rame dan laris manis... Ini masukan saya sdh pakai XL sdh 25 tahun..... Krna XL paketan ya sering gonta ganti jd nggk kerasan pelanggannyaðŸ˜€ðŸ™ðŸ™",3,3,3,0,
Irma Wati,1,2022-02-08 0:06:00,Sudah download aplikasi xl tp gak bisa buka susah lama bgt kasih bintang 1 tolong buka dong,1,1,1,-1,
Evan Ritan,4,2022-02-07 9:41:00,Sehabis hujan sinyal XL hilang hilangan ( khususnya di daerah Depok 2 ) apalagi qlo main game online & buka sosial media...,1,1,1,-1,
Moena Muntux,3,2022-02-07 9:26:00,saran aja untuk paketan yg di atas 100 gb seharusnya jangka waktu nya di bnyakin (2 bulan ) krena paketan q sering hngus dikarenakan masa aktif nya cmn 1 bulan sedih deh ðŸ’”ðŸ’”,3,3,3,0,
Yeti kusmayanti,1,2022-02-07 9:18:00,"Sinyal sering hilang , nelpon n terima telpon susah.dulu bagus, kenapa sekarang jelek ya??",1,1,1,-1,
Syafinna Rahmadhita,3,2022-02-07 9:05:00,"Sebenernya bagus, banyak bonus dan diskon pembelian kuota apalagi untuk pelajar. Tapi yang disayangkan adalah kadang keluar terus dari aplikasi sampai instal hapus instal hapus. Mohon kalau bisa, diperbaiki lagi aplikasinya. Terima kasih",2,2,2,1,
Fanny Virgina,1,2022-02-07 7:50:00,"Susah buat masuk apk nya gak bisa"" beda sama apk kartu lainnya gampang mudah ini selalu tulisan terjadi masalah padahal ya gak apa"" sampek ganti kartu beberapa kali dikira karna kartunya ternyata apk nya aja yang susah buat masuk",1,1,1,-1,
Pinkan Andriani,5,2022-02-07 7:31:00,tolong jaringan nya lebih di percepat lagi yaa kadang suka. lemot,3,3,3,0,
Muchamad Rusli,1,2022-02-07 6:29:00,"Maaf sy ganti bintangnya karena XL menipu, waktu blm beli paketan ada promo paket akrab 125 rb untuk 3 akun, ketika sdh isi pulsa dan mau dipaketkan ajaibnya harga kembali ke harga normal 180rb hingga pulsa tidak cukup, benar benar merasa ditipu",1,1,1,-1,
Herry Juanda,1,2022-02-07 5:15:00,Jaringan lemot .. Banyak fake khusunya paket data yg dipakai tidak sesuai dengan isinya,1,1,1,-1,
Riska Yanti,1,2022-02-07 4:37:00,Xl kalo gk mau kasi diskon mending gk usah jangan nipu orang... Masa pas mau daftar kouta harganya dinaikin terus plis ya xl kalo gk mau kasih ya udah... Jagan nipu orang,1,1,1,-1,
Adjie Saxty,5,2022-02-07 22:51:00,Banyak bonus di aplikasi myxl.. Kuota kejutan murah tiap hari.. Sangat suka menggunakan aplikasi ini.,2,2,2,1,
Kisah Pujangga,1,2022-02-07 22:33:00,"LINTAH PULSA ASW !!! ,PERCUMA ADA SETTING PENGONTROL PULSA TAPI MASIH NYEDOT PULSA ...KENAPA SELALU MEMPERPANJANG MASA PAKET KONT#L !!! PULSA SAYA HABIS GARA2 LUPA NON AKTIFKAN PAKET ,TIDAK SEPERTI KARTU LAIN GAK MEMPERPANJANG PAKET SENDIRI BELI SEKALI DOANG !!!",1,1,1,-1,
Letto Ponsel,3,2022-02-07 20:12:00,"Kerna jaringan saya sudah normal kembali jadi saya naikan lagi bintang nya , makasih myXL",2,2,2,1,
Saaman Nofianto,1,2022-02-07 18:27:00,"Beli kartu perdana paket 28 gb kuota utama dan unlimited ( fb, ig, wa dll) Setelah paket kuota utama 28gb habis, sinyal unlimited (fb, ig, wa dll) sangat buruk sekali. Sayang2 beli kuota mahal2 jaringan nya H+ mulu, ada apa ini? Apakah mau bangkrut? Tolong komplain2 customer/pelanggang diperhatikan, agar nyaman, perbaiki sinyal nyanya. Permainan game gw terganggu ini woy, beli kuota mahal2 hasil nya buruk, parah!!!!!!!!!!!!, kacau Gue maen game nge lag mulu ini. Kapan bangkrut?????? Sinyal taiii",1,1,1,-1,
Indira Fadia,1,2022-02-07 17:40:00,"Aplikasi yg gak bermanfaat, nambah booster/kuota aja ribet. 2X kali nambah paket booster, sms udh berhasil tp kuota tdk masuk. Trus beli lg via shopee, saldo udh kepotong tp kuota gak masuk. Trus live chat nya lebih baik gk usah deh. Gak ada manfaat sama sekali. Sy chat di live chat malah bingung sendiri.",1,1,1,-1,
melati putri,3,2022-02-07 15:52:00,"kadang kadang aplikasinya bisa dibuka kadang kadang tidak,tpi baguslah lebih bisa mudah melihat data dan pulsa lebih simpel",2,2,2,1,
Maximilian Wijaya,1,2022-02-07 15:37:00,"Mohon dibaca!! Kartu saya sengaja gak di aktifkan paket datanya, dan indikator datanya pun saya matikan. karena di rumah menggunakan wi-fi. Tp kenapa setiap hari dapet sms dari XL. (XL) Pemakaian internet Anda hari ini dgn tarif Rp3/KB sudah lebih dari Rp2rb. Mau akses YouTube tanpa kuota?Beli Pkt Xtra Combo di *123# & myXL. Info:817 Dan sy cek Saldo setiap hari, saldonya berkurang. Mohon penjelasannya. Terima kasih.",1,1,1,-1,
Yusuf Afzainizam,1,2022-02-07 14:19:00,"Bangke,gua pikir lebih bagus sinyal nya dari tri gak tau nya lebih buruk.ðŸ˜€ðŸ˜€",1,1,1,-1,
Satrio Widodi,3,2022-02-07 14:10:00,"Tolong xl poin nya di tampilkan,dan beri fitur penukaran poin xl.",3,3,3,0,
Walid Alhasbi,2,2022-02-07 13:52:00,"Saya mau beli paket kuota di aplikasi, masa eror aktivasi Mulu. Padahal mau beli loh ini.",1,1,1,-1,
Ipan Sutrisna,5,2022-02-07 13:36:00,"Terima kasih untuk paketannya yg selalu menemani saya, tapi kadang putus,,tolong ditingkatkan lagi ya untuk jaringannya tks",2,2,2,1,
Kim Fatin,1,2022-02-07 13:24:00,"udah di update, lama loading nya, gak bisa ke buka pula aplikasinya..,, perbaiki dlu .. klo udah bagus nnti saya kasih 5 bintang. terimakasih.",3,3,3,0,
ferdi,1,2022-02-07 13:08:00,Kenapa XL makin hari makin jelek ya sinyalnya? Apknya juga setelah di update malah maintenance mulu??,1,1,1,-1,
Harni Ati,4,2022-02-07 13:02:00,"my XL benar benar sangat membantu, beli kuota,cek kuota jadi lebih mudah.",2,2,2,1,
Fiqri Maulana,1,2022-02-07 12:54:00,"Data offline, sms, telfon ga pernah tapi pulsa bisa habis?.... kenapa ini? Tulisannya ""Pemakaian bla bla bal sudah mencapai sekian ribu"" Data gua offline cuy gua make wifi ini, kok bisa begitu?",1,1,1,-1,
Bgxs Z,5,2022-02-07 12:43:00,"apk baik, cuma tolong di perbaiki kembali karena sering terjadi eror saat login my XL â€¢ â€¢ Sekian Terimakasih-!!",2,2,2,1,
Rindu Order,5,2022-02-07 12:34:00,"Sudah lama pakai XL masih nomer 11digit,sama sekali belum pernah beli paket data.padahal XL ditempat saya sinyal bagus.dapat paket data kemarin waktu pandemi,bantuan paket dari mendikbud iseng-iseng daftar.",2,2,2,1,
Robbi Kuswara,1,2022-02-07 12:02:00,"Kenapa gak bisa beli paket vip nya ya, malahan pulsa saya dimakannya",1,1,1,-1,
Aris Alki,1,2022-02-07 11:21:00,Ada promo kuota Akrab 33.000 terlanjur isi pulsa 10 + 25 yang totalnya bisa 40.000 ternyata si bgsd berubah 55.000.. anj bikin emosi,1,1,1,-1,
Dewi Finka,5,2022-02-07 10:30:00,semoga bisa lebih baik dalam melayani konsumen ya my XL sukses selalu jaringan bisa diperluas,2,2,2,1,
Latun Cubek,5,2022-02-07 10:23:00,Alhamdulillah dengan aplikasi myxl ini sangat berguna dan bisa berkomunikasi dengan keluarga di kampung ðŸ‘ðŸ‘ðŸ‘ðŸ‘,2,2,2,1,
Andika Bagus,1,2022-02-07 0:58:00,"jadi gini, saya beli kuota XL untuk berjaga-jaga apabila ada kendala di wifi saya seperti misal listrik mati kan otomatis wifi juga ikut mati, lah ini listrik mati sinyal XL kok ikut ilang, kan konyol, sia-sia, tidak ada manfaatnya saya beli kuota XL. JMBOT",1,1,1,-1,
Farida Mae,3,2022-02-07 0:24:00,"Kenapa ya mau buka aplikasi XL nya aja lemot muter terus padahal mau cek kuotaðŸ¥´ udah beberapa hari begitu, kenapa ya??",3,3,3,0,
Esti Ratnasari,5,2022-02-07 0:21:00,Tingkatkan kestabilan bandwidth internet nya... Semoga jaringan sampai ke pelosok negeri. Terkadang di dataran tinggi atau pelosok sinyal menghilang.,3,3,3,0,
Nurulhidayati123 Hidayati,5,2022-02-06 8:36:00,ini sih keren banget keluarga aku banyak sih pake xl ini wah keren pokok nya bagus lah,2,2,2,1,
erikaä½è—¤,2,2022-02-06 7:36:00,"saya mau tanya kerja XL emang gini apa gimana ya, saya punya pulsa tp emgga aktifin datanya. TibaÂ² pulsa saya kesedot banyak, apa memang begitu apa gimana ya?",1,1,1,-1,
The Thunder Z,2,2022-02-06 6:45:00,"Beberapa hari ini sinyal nya lemot banget, padahal bar sinyal nya penuh, mohon untuk segera di perbaiki",1,1,1,-1,
Mas Masan,1,2022-02-06 4:22:00,ini app pembodohan... sebelum donlod ada iklan 59 rb dpt 10+10+kuota lokal. setelah donlod dicari2 ga ada...hebatlah tukang sulap..,1,1,1,-1,
Jupari Azzah,5,2022-02-06 3:47:00,"Kenapa pembayaran melalui BRI selalu susah,, kesalahan Virtual Accaunt,, kesalahan transaksi sebelumnya,,kode 135 ,, tolong dong perbaiki,,",1,1,1,-1,
Sur Yono,5,2022-02-06 3:37:00,lebih ditingkatkan LG kualitas sinyal di pelosok pelosok biar makin banyak pengguna xl,3,3,3,0,
boink 87,1,2022-02-06 3:09:00,Kembalikan pulsa saya...kuota masih banyak malah pulsa yg terpotong...,1,1,1,-1,
Firnanda Dani,2,2022-02-06 23:41:00,"Hallo pihak my XL, mohon maaf saya punya keluhan, jadi keluhannya mohon jikalau saya beli paket berupa voucher itu paketnya jangan dibagi bagi, mungkin kalau pembagianya ke paket internet 24 jam sih tidak masalah, akan tetapi ini itu paket malam apalagi yg di paket malam itu banyak yg kebagi kesitu, contoh saya beli 6GB 2 GB lokal 2GB dan 2GB malam nah ini nih seharusnya paket malam itu yg kebagi cuman 1GB saja jangan terlalu ya dan mohon maaf jikalau saya bersalah, mohon di tanggapi.",3,3,3,0,
John wody,1,2022-02-06 1:59:00,"Ni Apk makin di update, makin berat & susah untuk di buka.",1,1,1,-1,
Tri Bibit,5,2022-02-06 1:31:00,"gooddd, memuaskan.. cuman jaringan sinyalnya perlu di perbaiki,.. masih ad trobel""nya",2,2,2,1,
Ahmad Azizi,1,2022-02-06 1:00:00,"Kenapa xl makin kesini makin buruk aja dari signyalnya info paketanya,tolong signyal di wilayah semarang-batang-pekalongan di pertimbangkan lagi agar kami cukup puas terutama buat game kenapa sangat lelet si,signyal merah mulu jadi sia-sia beli paketan banyak tapi tidak bisa di gunakan.mari kita turunkan rate bintangnya biar tau apa kendala kita saat ini tetapi tidak ada perubahan sama sekali",1,1,1,-1,
Dody Kurniawan,1,2022-02-06 17:29:00,"Aplikasi buat maling kuota, fitur transfer kuota buat apa?, masuk ke aplikasi nama nya aryo sanjaya kan gblk",1,1,1,-1,
I putu Agus Candra Ariawan,1,2022-02-06 15:43:00,XL terkesan menipu para penggunanya Masa setiap ada promo di myXL sudah di kelik paket promo yang dipilih harganya tetep normal? Aneh,1,1,1,-1,
Navia A.,4,2022-02-06 14:43:00,lebih praktis gak usah pusing ke habisan kuota !!!!!!!,2,2,2,1,
uci sapi,1,2022-02-06 14:43:00,Mending jangan pake aplikasi dah kalo nyusahin satu pengguna xl mah yg bener dong kalo bikin aplikasi hahahaha kalo bisa kata kata yg kasar gw ketik nih hahaaha,1,1,1,-1,
miftakhul huda,4,2022-02-06 14:34:00,"Saya coba masuk ke aplikasi my xl kok susah sekali udah puluhan x cobak masuk selalu sedang terjadi kesalaahan. Padahal baru beli paket,",3,3,3,0,
Satya irham XII IPS 1 [33],4,2022-02-06 14:32:00,"sering"" adain promo bagi pengguna yg sering melakukan pengisian pulsa",3,3,3,0,
Jihan Nabila,4,2022-02-06 14:24:00,Kenapa ya kalau habis Kuota di atas jam 19.00 selalu ga bisa paketin data?? Sudah berkali2 seperti ini.mohon dibenahi kembali sistemnya,3,3,3,0,
Tarjuki Tardi,1,2022-02-06 14:20:00,sumpah abis update. malah sinyalnya bobrok. kagak padahal bar penuh. itu gimna dah.,1,1,1,-1,
Aldi Nurpuadi,1,2022-02-06 14:16:00,"Tolong jaringan nya diperbaiki lagi...dulu XL bagus untuk browsing, gaming, streaming , sekarang di pake gaming nge lag mulu....jadi males beli/pake kartu XL lagi",1,1,1,-1,
Surya Gading,1,2022-02-06 13:33:00,"makin sini makin lemot, parah si kalo emang ga niat benerin mending gausa nyediain layanan internet. Dah seminggu lemot, padahal 4G bar nya pun full. Kecewa parah.",1,1,1,-1,
08_Muhamad Muki mudin,1,2022-02-06 12:38:00,semoga xl memberikan reward untuk pelanggan dan gratisan kuota yang melimpah,3,3,3,0,
Martino Putranto,2,2022-02-06 12:37:00,Saya harap myXL ada fitur kunci pulsa seperti di aplikasi Axisnet jdi pulsa tetap aman tdk trpotong otomatis ketika kuota habis tpi data nyala.,3,3,3,0,
Donni ardiandra,2,2022-02-06 12:25:00,Sinyalnya serasa gak ada kuota dan Bagusnya cuma sore sinyalnya Tolong bisa diperbaiki Nanti aku kasih bintang 5,3,3,3,0,
Ahmad Syarifuddin,3,2022-02-06 12:04:00,"Assalamualaikum, selamat malam admin. Kemarin aku beli paket internet 9 GB harga 20k pulsa nya hilang tapi paketanya tidak masuk. Itu kenapa?",3,3,3,0,
Ø§Ø¨Ø¯Ø§Ù„Ø±Ø­Ù…,4,2022-02-06 11:56:00,"Tolong sinyal XL y diperkuat.. Daerah Karangmalang Karangsembung...sinyal ga stabil.. Mau banyak pelanggan, tolong sinyal yang kuat dan paket data yg murah..",1,1,1,-1,
Nur Fitriani,1,2022-02-06 10:41:00,"ini knp si dari kmarin sinyal nya gjls pdhl full sinya,paket juga ada masa hrus mode pswat matiin data idupin lgi, sinyal nya gjls lama""bikin ribet klo lgi ada penting gbisa dipke",1,1,1,-1,
idwan adiyantoro,1,2022-02-06 0:26:00,"Parah sinyalnya,, lelet banget. padahal full sinyal full, tp lemot parah.",1,1,1,-1,
Nub Gaming,5,2022-02-05 9:40:00,Sangat bagus dan mantap .. tapi buat main game CODM tidak cocok ..,2,2,2,1,
Ojandsquad ny,1,2022-02-05 9:33:00,"Semakin kesini smakin gila,,unlimited yutub kok udah ga ada ya,,abis paket ini q buang nih xl ganti telkomsel aj lagiðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž",1,1,1,-1,
Hadi Iqram,5,2022-02-05 6:44:00,Gue kasih bintang 5 agar jaringan gue gak hilang hilang mulu kalo masih hilang hilang gue kasih bintang 1,2,2,2,1,
Alifah Nh,1,2022-02-05 5:47:00,Jaringan sangat buruk. Kuota dan pulsa bisa hilang begitu saja. Komplain sana sini gk ada jawaban. Ada gk sih yg bintang nya kurang dari 1. Ngasih 1 bintang aja kaya susah banget. Busuk bener xl,1,1,1,-1,
TPG Channel,1,2022-02-05 5:44:00,Xl.sekarang sinyalnya buruk.beli paket mahal mahal.tapi dapat sinyal kualitas buruk.apa lagi kalo udah mau menjelang malam.,1,1,1,-1,
Nendi Hasim,5,2022-02-05 5:13:00,"Baru update apk my XL pas di buka ada fitur baru yang worth it. Mantep deh ni apk, buat bug ga ketemu lagi sih moga XL bisa jadi lebih baik lagi",2,2,2,1,
Syauqi Berbakti,1,2022-02-05 4:07:00,"Paket Unlimited XL itamanya pasca bayar yang berbasis FUP bisa dikatakan sebagai Paket Pemanis belaka. Krn pd saat FUP 0 kecepatan 95% turun. ðŸ¤” Kebijakan menahan kartu pasca bayar dan tidak dapat migrasi ke pra bayar merupakan kebijakan tidak pro pelanggan. Sinyal sering kali down tiba-tiba, pd saat komplen ngasih saran basa basi disuruh restart, matikan HP, dll. Padahal yg bermasalah BTS-nya. ðŸ™ˆðŸ˜„",1,1,1,-1,
eko dwi,1,2022-02-05 2:42:00,"Xl semakin gak jelas, Ngasih bonus juga gak jelas,bonus belom dipake hilang, Sinyal juga buruk, Apa kah ada hek, Kalo ada fitur xl keamanan nya di perbarui biar tidak merugikan pelangan xl,",1,1,1,-1,
rudi hermawan,1,2022-02-05 2:24:00,Walaupun sudah LTE tetep aja lemot untuk wilayah Kalimantan Selatan tanah bumbu Angsana gak stabil Jauh dari harapan,1,1,1,-1,
Bos Koplak,5,2022-02-05 21:10:00,mantul... sangat membantu dengan harga yg irit di kantong..ðŸ¤™,2,2,2,1,
Suhodo Maksum,4,2022-02-05 1:58:00,"di sukahati,citeureup bogor,sinyalnya lemah,tolong pelayanannya di tingkatkan.",1,1,1,-1,
Aa Roby,5,2022-02-05 18:46:00,saya sangat puas dengan pelayanan xl selain jaringan cepat dan tidak lelet kerjaan saya jadi lancar,2,2,2,1,
Maulana Saidih,3,2022-02-05 16:00:00,"tolong donk jaringan XL didaerah kedung pengawas kab.bekasi ditingkatkan lagi, masa tiap hujan dikit susah banget buat online..sebelum musim hujan sii ok jaringannya. klo udh ok ditambahin lagi bintangnya",1,1,1,-1,
M_3JYBY PrdSakuraDefWang,1,2022-02-05 15:54:00,"Parah, XL sekarang parah benerrr.. masa iya aplksinya susah banget di buka, mana keluar mulu lagi ngeselin parah. Terlalu berat bebannya nih kayaknya, katanya prioritas tapi malah dibikin emosi mulu, apanya yg prioritas cobaðŸ˜¬ðŸ˜¬ belom lagi kendala sinyal yang sekrang lemotnya masya Allah, padahal tower XL samping rumah loh, kok bisa sinyal XL gk bagus bener"" beda dari yang dlu. Pokoknya XL kalau bisa lebih amanah laginya, aplikasinya juga diringankan dong jangan berat"" susah banget dah bukanya.",1,1,1,-1,
Umratil Umratil,5,2022-02-05 15:18:00,"sangat senang memakai apk ini ,banyak sekali promo dan murah",2,2,2,1,
Yahya Rusdiansyah,2,2022-02-05 14:29:00,"Skrng gk pernah beli paket data xl, dimana mana skrng lemot sinyal nya parah, ini beli paket nelpon cuma biar gk hangus aja nih nomor..",1,1,1,-1,
Techno Game12,2,2022-02-05 13:28:00,Aplikasi berat sering lag beda sama axisnet yang enteng kalo gak berat lagi gw tambahin bintangnya,1,1,1,-1,
Bukan siapa2,1,2022-02-05 13:08:00,"Jelek parah penanganan keluhan chat live melalui my xl, super lemot, jawabannya mengulang ulang, disuruh menunggu bolak balik, menunggu 1x 2x mungkin gk masalah, lha ini berulang kali, jelek parah pelayanannya, beli paket extra combo vip plus, bonusnya gak sesuai, ini sama saja PENIPUAN.!!!!!!",1,1,1,-1,
Novi Setiani,2,2022-02-05 12:28:00,Knp didownload ..di upgrade msh tidak bisa masuk k halaman layar hp.. Kl maw cek kuota masuk playstore dl cari my xl..,1,1,1,-1,
moch firmansyah,2,2022-02-05 11:21:00,"Buka myxl susah sekali,harus pakai wifi operator lain baru bisa dibuka. Padahal aplikasi lancarÂ² aja",1,1,1,-1,
Mata Ayip Peli Uyip,1,2022-02-05 10:46:00,"Hujan ngeleg, gerimis ngeleg, najis bener sumpah, padahal XL udh dari dulu jaman GPRS, 3G, tpi sekarang 4G berasa 3G, monyet bener ccuuuiiihhh",1,1,1,-1,
Utie Alief,2,2022-02-05 0:28:00,"sinyalnya sering susah,,tolong donk di perbaiki lbih baik lg,,trimakasiih",1,1,1,-1,
ilham firdaus,1,2022-02-04 9:18:00,Internet klo lagi gak bisa lamanya berjam-jam. Fitur Live Chat nya gak bisa digunakan. Telp ke CS pun sibuk terus. Mao berhenti langganan mesti nunggu 1thn dulu. ðŸ¥´,1,1,1,-1,
Tian Subastian,5,2022-02-04 9:09:00,Sekarang jadi agak mendingan soal jaringan tapi muncul lagi masalah apknya keseringan update,3,3,3,0,
Muhammad Akbar,2,2022-02-04 7:39:00,Xl klok memberi masa aktif nya kalah ama telkomsel lagi pula telkomsel lebih banyak lagi promo nya dari xl saya harap xl bisa memberikan lebih Terima kasihðŸ˜,1,1,1,-1,
